split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.5445137068763646,0.417709071585988,0.37845019502053984,8.980087798647578,0.5137688413782648,0.5133848855703476
test,0.5427721067699351,0.4153232721739235,0.37183371515183467,8.903864635981098,0.5151371185115932,0.5145983609725686
