split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6134652054899923,0.5368758413387631,0.4892455353224672,9.2122626153417,0.4955217815578455,0.6272667385406568
test,0.6104013387890168,0.5338153973696531,0.4862458206390207,9.19722578611015,0.49340440969848276,0.6241789781341611
