split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6580286151260997,0.6153802877642293,0.4281002111744017,12.03046774344434,0.6044263354902869,0.7059152109246718
test,0.6568615215794624,0.6147931277150546,0.43236525323297503,12.107011794743302,0.6049453578518362,0.7059689941277001
