split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6403151007623362,0.5934657553455914,0.40057965361418685,12.451596916072933,0.6623080206031912,0.6770790980621021
test,0.6379608860782676,0.5913448218136843,0.4045329145131836,12.554066716259031,0.6620616504968938,0.6755344609229722
