split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6431876516998212,0.5977716093775745,0.4037762065945569,12.330022737901782,0.6853730520040917,0.6784580923461794
test,0.6408169686857071,0.595741279762444,0.40507406159204534,12.48985370267788,0.6816735145612712,0.6737370118616728
