split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.37855157811019785,0.32866539716641563,0.31188403636091366,23.20998732269809,0.3587556272051914,0.3536430137540825
test,0.3823677168747481,0.3339804135619571,0.3173049259178069,23.67026911312164,0.3645470725266885,0.3592063436771331
