split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6337290415107232,0.5852854707151575,0.39775051305670334,12.518859600981742,0.6569169691824829,0.6718241372772968
test,0.6328611659665441,0.5847412445126985,0.40154000717820537,12.66904455096396,0.6544641946226285,0.6691736650228177
