split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.3765289501243535,0.3221955538982146,0.2965865112026043,25.30065430653952,0.38361960536079004,0.3851742978677457
test,0.3793181119986476,0.3285532482979803,0.3033095413763509,25.80300211610807,0.38902262033617263,0.3899357381423803
