split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.38100886308142845,0.3262684188208948,0.3039751828677927,25.40762273981878,0.3947708481127606,0.3920906395151695
test,0.3843827782684762,0.33116497476033147,0.3076117580778012,25.929156079886276,0.3990223941399227,0.39585680028913284
