split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.5851545425037157,0.4968577799653481,0.42084983219762734,9.270014028794218,0.5450623325877324,0.582946404233003
test,0.5827829245211331,0.4938570540553673,0.4149319420187565,9.193164793996624,0.5429800973204973,0.5795487580085448
