split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6647478195979084,0.622250032733484,0.4393012753163165,11.645383332892575,0.6992001511832215,0.7218126691018949
test,0.6634192009468639,0.6213906019644843,0.44541461479113775,11.718730815241685,0.6976119946665056,0.721286156698969
