split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6121706974670871,0.5281636649883077,0.4510629431579206,9.057604289789833,0.4425524259874802,0.6085592679988351
test,0.6074878743834249,0.5222192584436604,0.4415127340740077,9.033898747537842,0.44094322182754636,0.6046222020610131
