split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6139642647033189,0.5563360069564351,0.4200906884323706,11.712392509681269,0.6355792433554895,0.6347282965083715
test,0.6142493831047093,0.557734899958943,0.42415468727446964,11.859878954234647,0.6366548932867224,0.635522523841781
