split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.6677852264721388,0.6256287901075953,0.4432930668063913,11.619217841614818,0.6098215663720786,0.716551576995123
test,0.6651443441686965,0.6232458760949423,0.44897893335170136,11.744950357127427,0.6096555453440289,0.7159151791364351
