split,fmax,fmax_star,wfmax,smin,auprc,iauprc
val,0.36773456548249406,0.3141101738242414,0.2894494254544393,25.870298409818957,0.36743701228075304,0.37598524115469373
test,0.37294124026973346,0.32149842207203355,0.2968490539967711,26.42233982232825,0.37636691324505006,0.3843781868170975
